anchor_cat,positive_cat,negative_cat
n02066245,n02093991,n04111531
n01622779,n13044778,n03958227
n12620546,n02169497,n04049303
n07718747,n07745940,n09332890
n02120079,n02443114,n04069434
n02091831,n02009912,n02056570
n03733281,n07734744,n02108089
n04458633,n01774384,n04591713
n03291819,n03424325,n01582220
n01773549,n02097658,n09428293
n02124075,n03325584,n07802026
n01797886,n04252225,n03627232
n02910353,n04517823,n02087046
n07920052,n01693334,n03393912
n01981276,n07753592,n02840245
n02777292,n02077923,n02086910
n04493381,n01753488,n02107574
n01883070,n01632777,n03781244
n02415577,n02860847,n04562935
n03792782,n01748264,n02708093
n07583066,n02509815,n02966687
n02992211,n02101388,n02814533
n04525305,n04265275,n02342885
n03764736,n04310018,n04118776
n02814860,n02226429,n04366367
n02422699,n02097658,n01968897
n03400231,n02097658,n02667093
n02091244,n03000684,n04252225
n03888257,n02071294,n12144580
n07730033,n02123394,n06874185
n03492542,n07697313,n03895866
n03759954,n01687978,n07875152
n02486410,n02106662,n04487081
n02115913,n02395406,n04008634
n04485082,n02971356,n02840245
n03691459,n12998815,n01820546
n01667778,n02108089,n04008634
n07697537,n02910353,n02883205
n03977966,n02865351,n01843065
n04560804,n02108551,n04505470
n03146219,n04328186,n01797886
n04557648,n01924916,n04604644
n02807133,n03724870,n04116512
n04251144,n02172182,n03887697
n02120079,n02088364,n02264363
n03770439,n04372370,n03201208
n02493793,n03710721,n03485794
n04235860,n03404251,n03661043
n01518878,n02105505,n03775071
n01667778,n04235860,n02883205
n09428293,n04005630,n04265275
n03089624,n02808304,n02133161
n04347754,n02268853,n04254120
n01773157,n01630670,n02086910
n02111500,n02395406,n04355338
n04367480,n02325366,n03887697
n02097209,n01582220,n03207743
n02123597,n03666591,n02795169
n01860187,n04086273,n02606052
n02325366,n01665541,n04201297
n02124075,n03146219,n01531178
n03394916,n01689811,n04141327
n02233338,n02791124,n03876231
n02279972,n02981792,n03483316
n04355933,n03124170,n01828970
n04461696,n01873310,n01582220
n04162706,n03538406,n02086910
n04049303,n03529860,n07717410
n03314780,n01871265,n03133878
n02115641,n03837869,n03792782
n02100877,n04081281,n02085620
n03590841,n03272562,n02480495
n02988304,n03791053,n01728572
n02107574,n02096177,n02107908
n04447861,n01983481,n02107908
n02488291,n02113624,n03133878
n03297495,n13054560,n03661043
n02666196,n02107312,n01843065
n03837869,n03047690,n02056570
n04465501,n07718472,n01883070
n02699494,n02231487,n02988304
n02395406,n03633091,n09332890
n02280649,n02879718,n04162706
n01530575,n03788365,n04111531
n02412080,n01675722,n03598930
n03717622,n01775062,n03838899
n03272562,n04389033,n03662601
n03291819,n03063599,n02950826
n02444819,n03095699,n03950228
n02098286,n01742172,n03637318
n01665541,n04228054,n04542943
n02788148,n03691459,n03297495
n03623198,n03146219,n03786901
n04356056,n03658185,n02169497
n04005630,n09421951,n03775071
n02655020,n04209133,n02013706
n02704792,n01695060,n02389026
n04523525,n04204238,n02105251
n02115641,n02669723,n02167151
n02105505,n07716906,n02892201
n03180011,n07718472,n01833805
n07584110,n02782093,n04467665
n02837789,n03124170,n03877845
n04258138,n01917289,n01806143
n03733281,n03792972,n04604644
n01775062,n04376876,n03877845
n03018349,n07565083,n02113186
n02325366,n02101006,n02708093
n02011460,n04039381,n12144580
n04507155,n03534580,n03661043
n02708093,n04371430,n02012849
n03291819,n01985128,n02097209
n02177972,n02808304,n02091467
n03325584,n01735189,n04435653
n01734418,n04590129,n04153751
n04127249,n02837789,n02795169
n04554684,n04517823,n02190166
n03272562,n03124043,n02730930
n02233338,n03594734,n03223299
n02950826,n07932039,n03729826
n01692333,n04540053,n15075141
n02747177,n03891251,n02444819
n03179701,n04228054,n03877845
n04044716,n13037406,n03594945
n02799071,n01631663,n03223299
n02509815,n03124043,n02120505
n03538406,n03404251,n01797886
n02105505,n03124043,n02107908
n01806567,n01945685,n04525305
n04254120,n03325584,n02119022
n02877765,n07768694,n04507155
n02490219,n02892767,n02085936
n02412080,n03666591,n01798484
n02096294,n02346627,n02859443
n03045698,n01855032,n04252225
n09835506,n02483708,n03942813
n04357314,n07880968,n01797886
n02108089,n02410509,n03594945
n02815834,n01985128,n02087046
n02526121,n03124170,n04604644
n04296562,n01518878,n02095570
n02089078,n02097130,n04147183
n07695742,n02607072,n02093647
n07873807,n02093991,n04548280
n03000684,n02951358,n01675722
n03290653,n02325366,n03782006
n04254777,n02395406,n04147183
n02835271,n02328150,n01484850
n02342885,n02091831,n07715103
n04523525,n02112350,n02389026
n04592741,n04552348,n02492660
n03388043,n03857828,n04599235
n04515003,n07802026,n03776460
n01728920,n01770393,n04604644
n03793489,n02101388,n07753275
n07684084,n02841315,n03325584
n12267677,n03884397,n03642806
n02219486,n01693334,n02802426
n03476991,n02091032,n03485794
n02165456,n02107142,n09332890
n04418357,n04487394,n04592741
n01930112,n02011460,n04201297
n03482405,n01518878,n02219486
n03534580,n04228054,n02033041
n03376595,n01685808,n03967562
n02102040,n02916936,n03032252
n02486261,n02865351,n03417042
n02101006,n02094258,n07880968
n13044778,n03970156,n02137549
n03498962,n01740131,n04204347
n02422106,n01855032,n04147183
n03991062,n04325704,n02966687
n02457408,n01689811,n04266014
n02110627,n03459775,n02114855
n03393912,n04200800,n02504013
n02106662,n02110063,n07684084
n01871265,n04350905,n01847000
n07753275,n03457902,n02119789
n02124075,n01667778,n07920052
n02096177,n02488702,n02483362
n02950826,n04133789,n02112706
n04009552,n03240683,n04418357
n01514668,n01871265,n01601694
n04584207,n02097298,n01537544
n03476991,n02051845,n03720891
n07714571,n03530642,n02443114
n03400231,n07697537,n02017213
n04435653,n03344393,n03529860
n03929855,n02093754,n04486054
n02264363,n01440764,n03777568
n01558993,n02747177,n04592741
n03443371,n01877812,n07930864
n03874293,n01770393,n02840245
n02489166,n04579432,n03661043
n03100240,n01592084,n13133613
n02980441,n04458633,n02112137
n06874185,n04239074,n02281406
n09468604,n03920288,n03535780
n04065272,n03627232,n02444819
n02099712,n02111129,n03085013
n02871525,n07590611,n07684084
n04074963,n03929855,n02113978
n02417914,n01677366,n03938244
n02098105,n02123597,n02174001
n15075141,n04179913,n01968897
n01644373,n13054560,n03661043
n02437616,n02099429,n03938244
n04357314,n02114548,n03075370
n06794110,n02977058,n01614925
n04389033,n02115913,n03457902
n02120505,n02777292,n03729826
n02823750,n03841143,n02100877
n07871810,n02100583,n04258138
n01930112,n02011460,n02112706
n04317175,n02795169,n07753275
n03388549,n02447366,n01833805
n04584207,n02509815,n04355338
n01629819,n04275548,n04467665
n02978881,n03372029,n01558993
n01687978,n01873310,n03461385
n02346627,n01983481,n02119789
n01494475,n01739381,n03197337
n02791270,n04517823,n04008634
n04311174,n02109047,n04069434
n04501370,n04548362,n01797886
n07836838,n07695742,n04552348
n01667778,n07742313,n01843065
n01985128,n02007558,n09428293
n02009229,n01616318,n02883205
n02094433,n03697007,n04141327
n02483362,n02356798,n02363005
n02808440,n03018349,n04049303
n02113023,n02098413,n02280649
n02607072,n02808304,n02443114
n03710193,n04325704,n02119022
n03394916,n01735189,n04136333
n02167151,n01860187,n03393912
n02123394,n03534580,n04550184
n03871628,n03792782,n03903868
n01819313,n02321529,n02971356
n03658185,n01773797,n02090622
n04254777,n03045698,n02892201
n01955084,n03773504,n02106030
n07716906,n01739381,n02091635
n03223299,n03016953,n04409515
n02117135,n04311004,n01930112
n03424325,n02493509,n04008634
n01514859,n01910747,n04326547
n04326547,n03956157,n01601694
n03661043,n04328186,n03814906
n02101388,n01665541,n03344393
n02977058,n02793495,n02480855
n03796401,n04192698,n04118776
n06794110,n03223299,n07932039
n01774384,n03838899,n07753275
n03742115,n02259212,n02840245
n02894605,n03599486,n01531178
n02504458,n02536864,n02794156
n03649909,n07754684,n02871525
n02363005,n02500267,n02823750
n01847000,n03535780,n04285008
n01983481,n13054560,n02106030
n01820546,n02113624,n04009552
n04532670,n01496331,n02096585
n02667093,n07760859,n03998194
n03532672,n01784675,n02114712
n03444034,n04367480,n03770679
n02172182,n02808304,n02106382
n02129604,n02909870,n04204238
n03787032,n02403003,n04366367
n03476684,n03868863,n02114855
n03967562,n03110669,n02097209
n02486261,n02097658,n03791053
n04069434,n03095699,n07836838
n03733131,n04149813,n03733281
n01860187,n02089867,n04367480
n03017168,n02095314,n02229544
n01945685,n03047690,n09332890
n04591713,n13037406,n02028035
n02443114,n02445715,n02120505
n01770393,n03764736,n02119789
n03947888,n04005630,n02105162
n01494475,n04209133,n03930313
n07718747,n02790996,n04366367
n01669191,n03692522,n07753275
n03379051,n01872401,n03733805
n07583066,n07695742,n02033041
n03483316,n13054560,n02457408
n03216828,n04330267,n01807496
n07747607,n01753488,n02391049
n01532829,n02268443,n01798484
n01756291,n02971356,n07714571
n03777754,n04372370,n04004767
n01873310,n03482405,n02606052
n02177972,n01806567,n03709823
n01530575,n02514041,n03991062
n01871265,n02817516,n04366367
n01986214,n02493793,n09428293
n02444819,n04399382,n02892201
n03724870,n02105505,n02966687
n03272010,n02231487,n04154565
n03016953,n02769748,n02264363
n04418357,n04487394,n02110806
n03483316,n09229709,n03133878
n04428191,n12985857,n03467068
n02094433,n02105412,n04239074
n03208938,n09256479,n04263257
n03100240,n01729977,n02092002
n03843555,n01873310,n02342885
n13044778,n02017213,n01682714
n02108422,n07760859,n07892512
n04044716,n01855032,n03720891
n04461696,n02808304,n03207941
n02100877,n01687978,n03983396
n02484975,n07711569,n11879895
n03085013,n04461696,n04146614
n02483708,n03874599,n01616318
n01806143,n03884397,n02834397
n01443537,n01440764,n03485407
n02172182,n02422106,n04366367
n03902125,n02086079,n02077923
n04251144,n02837789,n01601694
n01784675,n03544143,n03877845
n02110341,n04399382,n03388549
n03804744,n03733131,n02980441
n07720875,n07753113,n01797886
n02391049,n03028079,n03187595
n03786901,n03982430,n02814533
n04311174,n03535780,n02229544
n02777292,n02113624,n03877845
n03976657,n02963159,n15075141
n02089867,n01872401,n03223299
n02108000,n01664065,n04604644
n04507155,n02807133,n04389033
n02422699,n03724870,n02950826
n02206856,n02226429,n02096585
n03729826,n02206856,n15075141
n07754684,n04229816,n02492660
n04277352,n01753488,n04311174
n02130308,n01530575,n01531178
n02493793,n02102318,n02749479
n04443257,n02526121,n04277352
n02790996,n02837789,n01847000
n01950731,n02808304,n02814860
n04346328,n04099969,n02102040
n04330267,n02487347,n01843065
n02123394,n03866082,n06794110
n04417672,n01729977,n02480495
n02454379,n02101388,n03743016
n02236044,n03372029,n03459775
n02100877,n02095570,n02138441
n04286575,n04254777,n02013706
n02342885,n04019541,n01682714
n02280649,n02279972,n02113023
n02107908,n03891332,n02794156
n02423022,n01697457,n03134739
n07613480,n02169497,n02097474
n04523525,n02391049,n02108089
n03792782,n03376595,n04141327
n01770081,n02871525,n03895866
n01770393,n02966193,n12144580
n02966687,n04372370,n03417042
n01833805,n02091467,n03180011
n02102973,n02096177,n02892201
n04251144,n02134084,n02808440
n02974003,n04548280,n02229544
n02174001,n04141076,n09332890
n02328150,n03840681,n06794110
n02177972,n02443484,n02100236
n02704792,n03992509,n04209133
n03089624,n02106662,n02097047
n02112350,n02442845,n02917067
n04597913,n04204238,n02009229
n03769881,n03290653,n02447366
n02113023,n02965783,n04613696
n02823750,n01806567,n02108000
n03457902,n04099969,n02113023
n07892512,n03467068,n03998194
n03724870,n01873310,n02095570
n02787622,n02206856,n02119022
n02095889,n02927161,n03661043
n03933933,n03899768,n04081281
n04133789,n01675722,n02814533
n04251144,n02093754,n01797886
n02107908,n03595614,n04239074
n07714990,n03000247,n02494079
n04461696,n01883070,n04008634
n02999410,n02948072,n04069434
n03884397,n02607072,n02127052
n07718747,n04251144,n02326432
n02799071,n03075370,n04562935
n03459775,n03908618,n03877845
n01740131,n01980166,n02092339
n02951358,n04208210,n03729826
n02088364,n03633091,n03924679
n01770393,n03874293,n07860988
n02110185,n03724870,n03445777
n03481172,n01917289,n02870880
n02895154,n02669723,n02640242
n07583066,n02090379,n02120505
n02910353,n01496331,n03761084
n04376876,n03673027,n04435653
n06785654,n04579145,n03445777
n03868242,n04200800,n01855672
n03063599,n07749582,n02119789
n02109961,n04141076,n04131690
n02966687,n04376876,n03877845
n02133161,n02871525,n03982430
n04162706,n01829413,n03770679
n04336792,n02510455,n02807133
n02110627,n07590611,n04423845
n02110185,n01675722,n07720875
n02111500,n01910747,n07717410
n03720891,n02966687,n02088466
n03617480,n02504458,n02089973
n07615774,n01667114,n02408429
n02012849,n02087046,n04525038
n02493793,n02457408,n04037443
n03529860,n04536866,n01531178
n07754684,n01806567,n02917067
n02910353,n02108000,n03617480
n03903868,n06794110,n02747177
n03876231,n03188531,n03792972
n09835506,n01877812,n02027492
n01819313,n02108915,n02971356
n02017213,n03692522,n02129165
n01930112,n04591157,n02102318
n03478589,n02992529,n04033901
n03584254,n03481172,n01807496
n04086273,n01950731,n02963159
n02704792,n01872401,n04429376
n02823428,n04355338,n04259630
n03991062,n02321529,n02114855
n03903868,n03785016,n04116512
n04149813,n03314780,n04487081
n09428293,n02319095,n02256656
n02018795,n03372029,n02119789
n10565667,n02110063,n02342885
n02442845,n02097658,n03770679
n02259212,n04493381,n01484850
n04204238,n07590611,n02111889
n02093859,n02093754,n04141327
n01667114,n01873310,n04239074
n02108915,n03026506,n02106382
n02102040,n02948072,n02917067
n03876231,n04553703,n03764736
n04033995,n07836838,n02100583
n04548280,n03961711,n04423845
n07613480,n07745940,n01537544
n03721384,n02422699,n03297495
n03379051,n04228054,n02091635
n01644900,n03218198,n02963159
n02106166,n02007558,n03223299
n03673027,n02398521,n01855672
n02676566,n04023962,n03065424
n07720875,n02892767,n02268853
n01534433,n01873310,n07753275
n04265275,n03657121,n02825657
n04501370,n02281787,n13133613
n11879895,n04118776,n03649909
n03982430,n04273569,n02917067
n03220513,n03127747,n03642806
n03690938,n04208210,n02113978
n03530642,n03220513,n03938244
n04033901,n09256479,n02860847
n09288635,n02174001,n02124075
n03637318,n02948072,n03770439
n04069434,n02086079,n07836838
n04296562,n02264363,n07565083
n02099429,n02481823,n02794156
n02095314,n03045698,n03146219
n07613480,n04579432,n03759954
n02134418,n03888605,n04332243
n01820546,n02056570,n03661043
n07754684,n02007558,n02120079
n13133613,n04325704,n04591713
n02097047,n03529860,n03930313
n02676566,n03109150,n02281406
n04270147,n02007558,n15075141
n03658185,n02134418,n02667093
n07565083,n06785654,n03792972
n07720875,n02443484,n04550184
n04409515,n02643566,n02107683
n03796401,n02488291,n03133878
n03947888,n02727426,n02098286
n01664065,n03710637,n03393912
n01644900,n02231487,n07715103
n03649909,n02099429,n02794156
n02128757,n02500267,n04435653
n04254680,n02804610,n01817953
n07714571,n03976657,n02326432
n12620546,n03476684,n09332890
n03888605,n01669191,n03743016
n02096437,n03871628,n02869837
n02454379,n01755581,n04604644
n02493509,n03384352,n02443114
n02090379,n03127747,n03777568
n01682714,n04557648,n02101556
n02134084,n02487347,n04486054
n03216828,n04296562,n02097047
n02167151,n02096051,n01443537
n01667778,n02137549,n04435653
n02120505,n06596364,n02951585
n02398521,n02281787,n03272562
n04118776,n03425413,n13133613
n01983481,n13054560,n04357314
n02086910,n01806567,n02097474
n04264628,n04596742,n01582220
n03388549,n01682714,n02088364
n02870880,n02879718,n02085620
n04501370,n03131574,n02326432
n03196217,n01872401,n03527444
n01817953,n04192698,n07873807
n03742115,n01981276,n03452741
n02077923,n04392985,n01601694
n07930864,n04505470,n03642806
n01824575,n02892767,n03782006
n02484975,n02089973,n07714571
n01749939,n02776631,n03895866
n02825657,n02133161,n01968897
