anchor_cat,positive_cat,negative_cat
n01537544,n04612504,n03467068
n02104365,n03089624,n02699494
n02066245,n03866082,n04552348
n03196217,n01739381,n03930313
n02107574,n04133789,n03706229
n02841315,n01930112,n01697457
n03773504,n01494475,n09332890
n07753592,n07768694,n03776460
n02129604,n07693725,n01797886
n02097474,n02692877,n07716906
n07695742,n03710637,n03720891
n03776460,n07730033,n01641577
n01770081,n04254120,n04442312
n04435653,n07930864,n02397096
n04209133,n01687978,n02027492
n02111889,n01729977,n03933933
n03160309,n04275548,n01688243
n02111500,n03188531,n01687978
n03775071,n01770393,n02655020
n01914609,n01984695,n02093991
n03759954,n02787622,n03916031
n02099849,n01983481,n15075141
n02791270,n02494079,n03777754
n02089973,n01855032,n02999410
n02091467,n02106662,n02859443
n02346627,n01924916,n03063689
n07693725,n02088238,n02090622
n02089078,n02871525,n01855672
n04259630,n02091244,n03697007
n01697457,n02859443,n04335435
n02114712,n03803284,n04065272
n03100240,n04039381,n01843383
n07697537,n02769748,n02489166
n02128385,n02486410,n03417042
n04277352,n03871628,n02100735
n09288635,n02804414,n03208938
n02666196,n03769881,n02113023
n03530642,n03804744,n03661043
n02841315,n01498041,n04074963
n01784675,n04149813,n03642806
n01986214,n03032252,n03877845
n04525305,n02769748,n03814639
n03733805,n04065272,n03857828
n02229544,n07615774,n03492542
n07760859,n02835271,n02676566
n03977966,n02108551,n02094258
n02090721,n02536864,n07871810
n02088364,n02403003,n04579432
n03179701,n04458633,n03207743
n02105855,n02328150,n01697457
n02481823,n02927161,n04258138
n04285008,n07584110,n09332890
n03770439,n04548362,n01797886
n06359193,n13040303,n01558993
n04336792,n02892767,n01558993
n04346328,n01871265,n04147183
n02892767,n12768682,n01797886
n03938244,n03179701,n01768244
n03721384,n01669191,n02107574
n01748264,n02641379,n01734418
n02514041,n02480855,n03956157
n03000134,n03196217,n02091635
n03796401,n02808440,n02096585
n01675722,n02098105,n04209133
n04209239,n03888605,n01537544
n04482393,n03017168,n04418357
n03337140,n07613480,n03877845
n03127925,n02110341,n03388549
n07717556,n04296562,n03733805
n04584207,n04356056,n02027492
n07873807,n04370456,n01768244
n03776460,n01774750,n02342885
n04147183,n03930630,n02011460
n03240683,n04099969,n01675722
n04273569,n04039381,n03642806
n04118776,n02823428,n04252077
n04162706,n03492542,n04111531
n03792782,n01693334,n02113712
n02112137,n03680355,n04131690
n13052670,n01914609,n03642806
n02484975,n04367480,n07714571
n03916031,n01981276,n02107574
n02883205,n02817516,n03916031
n04009552,n04346328,n02264363
n03935335,n03125729,n02097130
n07734744,n03794056,n02137549
n04357314,n03825788,n02090622
n03770679,n04204347,n02268853
n01748264,n01644900,n04311004
n03697007,n02105412,n02219486
n01498041,n02105162,n04613696
n03733281,n01773157,n01632777
n02102973,n04229816,n02088094
n02099849,n03590841,n03794056
n04429376,n01955084,n02018795
n01534433,n04023962,n07613480
n04356056,n02669723,n03417042
n04554684,n02692877,n07753275
n03594945,n02790996,n04557648
n04039381,n02607072,n03527444
n04074963,n12057211,n07892512
n03794056,n06596364,n02492035
n03764736,n01629819,n02840245
n03028079,n02410509,n03482405
n02099429,n07930864,n04209133
n03017168,n04517823,n02110958
n04258138,n01985128,n03794056
n03954731,n02487347,n02089078
n04204238,n04252225,n02105162
n04485082,n04067472,n04049303
n02396427,n02395406,n07753275
n01768244,n02111129,n02699494
n04501370,n02177972,n02236044
n02091134,n02123597,n03916031
n04201297,n03089624,n02655020
n02009912,n03891251,n02443484
n02167151,n02093859,n04209239
n01560419,n02233338,n12985857
n02226429,n04584207,n02823428
n01855032,n07753113,n02105056
n02088094,n02871525,n01514668
n01737021,n01693334,n04550184
n01698640,n03788365,n03992509
n02483708,n02403003,n09428293
n03666591,n04065272,n02028035
n04265275,n03476684,n04344873
n02109961,n02108915,n04204238
n04335435,n01773549,n02097658
n02843684,n04540053,n03733805
n04275548,n03874599,n01843383
n02113978,n02106030,n02825657
n02423022,n02487347,n03838899
n03042490,n02971356,n02264363
n02106662,n02093754,n03602883
n02114855,n04149813,n02916936
n03259280,n02776631,n02124075
n01978455,n03773504,n02804414
n02111889,n02408429,n04204238
n03930313,n01728572,n02109047
n03530642,n07716906,n02091831
n02114712,n02123159,n03297495
n02123045,n02002556,n01688243
n03627232,n02979186,n02120505
n02906734,n04355338,n04418357
n04392985,n03785016,n03782006
n07565083,n01872401,n07248320
n02106662,n02102973,n03670208
n03527444,n02091134,n01440764
n10565667,n03445924,n02033041
n03877845,n01990800,n01664065
n02085782,n01753488,n03133878
n02128925,n02134084,n01855672
n04604644,n04037443,n02398521
n04254680,n01693334,n02002556
n01644373,n02510455,n03452741
n03781244,n03649909,n04111531
n02099429,n03476991,n02871525
n02233338,n01751748,n02089973
n03781244,n04208210,n04277352
n02099712,n02966687,n02704792
n04258138,n02906734,n03223299
n04266014,n04311004,n01491361
n01616318,n02106030,n04251144
n03781244,n04357314,n02137549
n04090263,n02790996,n01817953
n04209133,n02408429,n02169497
n03775546,n04070727,n02870880
n03967562,n01491361,n04147183
n01968897,n02445715,n01872401
n02110063,n02109525,n02110806
n01734418,n04525038,n02120505
n03871628,n04579145,n09288635
n04553703,n03761084,n02444819
n04398044,n03680355,n01828970
n02797295,n03857828,n01630670
n04548362,n04501370,n03494278
n04356056,n01694178,n04380533
n01829413,n04070727,n04486054
n04039381,n04229816,n03485407
n04525038,n12985857,n02326432
n03877845,n02117135,n10565667
n03047690,n03691459,n04418357
n04525305,n04311174,n04548280
n01776313,n01729977,n02825657
n04147183,n01985128,n02114367
n03481172,n02107908,n02106030
n03095699,n03290653,n02033041
n01798484,n07745940,n09428293
n01729977,n04201297,n04008634
n02096051,n03710721,n04592741
n02099849,n03733131,n02120079
n03891251,n03781244,n03388549
n02094114,n04557648,n02091244
n02114855,n07880968,n07716906
n01664065,n03691459,n03733805
n04270147,n07742313,n02093991
n02088364,n02098413,n01924916
n03042490,n02951358,n04118776
n09193705,n03637318,n01704323
n02966687,n03100240,n04366367
n04136333,n03666591,n03445777
n04346328,n04009552,n01558993
n02802426,n02951585,n02119789
n12768682,n03803284,n02086240
n02883205,n04584207,n04589890
n03729826,n04485082,n02128925
n02114855,n02088466,n02917067
n03982430,n02395406,n01797886
n02486410,n04039381,n03344393
n07760859,n01983481,n02114712
n07711569,n02860847,n02676566
n02109047,n03379051,n02091467
n02422106,n02111500,n07717556
n03494278,n02776631,n03447721
n03424325,n04141076,n01685808
n02835271,n02105505,n03764736
n01955084,n07711569,n02018207
n04350905,n04479046,n02444819
n01984695,n03372029,n02397096
n04286575,n02445715,n03970156
n01749939,n02281787,n02106166
n03197337,n03259280,n01755581
n01924916,n03598930,n02443484
n02268443,n01675722,n02106550
n03485794,n01664065,n02109961
n04591713,n03133878,n02823750
n02494079,n02009912,n03595614
n02093991,n01944390,n03743016
n04330267,n02769748,n02002724
n03825788,n02504013,n04118776
n03063689,n04026417,n15075141
n07716358,n01735189,n02097209
n02999410,n02391049,n02802426
n04266014,n01796340,n03444034
n04590129,n02814860,n02480855
n02492660,n02980441,n04417672
n03208938,n04033901,n01855672
n03124170,n12768682,n03492542
n04141076,n01910747,n01582220
n04423845,n04467665,n03787032
n02489166,n02107908,n01775062
n02835271,n04350905,n01685808
n04192698,n02113624,n02009912
n01631663,n02236044,n03876231
n03062245,n01784675,n04259630
n04252225,n07715103,n02883205
n02086079,n07753592,n01797886
n04228054,n03837869,n04592741
n02097474,n02883205,n02788148
n02056570,n03498962,n02106550
n02883205,n07584110,n04125021
n03781244,n04540053,n02102040
n03494278,n07892512,n03297495
n01491361,n01496331,n04243546
n03838899,n01692333,n04442312
n02776631,n03220513,n02012849
n01944390,n02077923,n02056570
n04118538,n07760859,n02095889
n02105056,n02177972,n02398521
n02113023,n02138441,n03017168
n03838899,n03792972,n02051845
n03016953,n02231487,n02486261
n07875152,n04371774,n02123394
n01644900,n07880968,n04243546
n03764736,n03481172,n03584829
n02105251,n13037406,n04389033
n01582220,n03782006,n02490219
n01685808,n01729977,n02100877
n03216828,n02974003,n02058221
n02403003,n03045698,n03109150
n04273569,n04482393,n02091635
n07615774,n03761084,n02980441
n03187595,n01985128,n04049303
n01950731,n09256479,n02120505
n03733131,n03874293,n03709823
n07742313,n01687978,n01675722
n04344873,n03110669,n02236044
n02097209,n03658185,n04127249
n03843555,n01818515,n01537544
n02701002,n04332243,n01558993
n03954731,n01560419,n01537544
n03991062,n03179701,n03776460
n03857828,n04070727,n07615774
n01558993,n04069434,n02417914
n02980441,n03529860,n02791124
n02978881,n01872401,n02114712
n04023962,n01990800,n02814533
n02410509,n04229816,n02095889
n02097130,n03874599,n02692877
n02641379,n01614925,n04041544
n03355925,n03888257,n04209133
n01768244,n04131690,n02104029
n04483307,n04200800,n02823750
n02978881,n03599486,n01968897
n01582220,n10148035,n02120079
n03379051,n02086646,n04243546
n02328150,n01773157,n02444819
n03980874,n07248320,n03197337
n04612504,n01494475,n03297495
n02510455,n04192698,n03729826
n03016953,n03691459,n03344393
n02090622,n02106382,n01768244
n04070727,n02782093,n02011460
n01632777,n03045698,n01531178
n02108915,n02111889,n04487081
n04125021,n01984695,n02655020
n03272010,n02108422,n02793495
n02012849,n02112350,n02128757
n02910353,n04507155,n02086910
n02101006,n03188531,n01749939
n02480855,n02481823,n04487081
n02086079,n03124170,n04476259
n02093256,n03017168,n04067472
n04548362,n04336792,n01773549
n04204347,n01872401,n01641577
n07613480,n03544143,n02114712
n02869837,n03633091,n04548280
n01514859,n04041544,n02119789
n02077923,n02321529,n01558993
n02443114,n03125729,n03388549
n04154565,n02105251,n02110185
n03379051,n03179701,n03661043
n02708093,n02930766,n03535780
n04326547,n02892767,n02167151
n02860847,n01980166,n04277352
n02108551,n02892767,n07684084
n02799071,n01514859,n03218198
n04067472,n01945685,n04069434
n04507155,n13052670,n02494079
n04065272,n02112350,n02977058
n03417042,n02980441,n02229544
n01748264,n04560804,n02120079
n03729826,n03014705,n07760859
n02415577,n02108422,n03208938
n04435653,n07760859,n04517823
n04243546,n04005630,n03535780
n03534580,n04311174,n04344873
n04447861,n02097658,n04429376
n09288635,n02256656,n01632458
n03630383,n02843684,n01537544
n04265275,n03854065,n02113799
n02422106,n02445715,n01614925
n02488702,n04141076,n02123394
n02025239,n03868863,n04599235
n03761084,n02966193,n02107908
n02814860,n07716358,n02102040
n04209239,n01914609,n02119022
n02101006,n11939491,n03028079
n13044778,n02859443,n02840245
n01514859,n03595614,n04550184
n02120079,n02445715,n06874185
n04263257,n07920052,n04487394
n11879895,n02883205,n01682714
n03954731,n13052670,n03777568
n03271574,n02093647,n02104365
n02095570,n01773157,n04483307
n04335435,n03042490,n01484850
n02883205,n02094114,n04442312
n02481823,n02927161,n11879895
n03201208,n04040759,n02443114
n02172182,n03314780,n09332890
n01622779,n04584207,n03014705
n01688243,n02493509,n04004767
n03692522,n01873310,n02795169
n02489166,n02500267,n03782006
n07892512,n02835271,n02093256
n02391049,n01735189,n02236044
n01945685,n01693334,n01797886
n03814639,n13040303,n12985857
n01944390,n02966193,n03706229
n02167151,n01860187,n04357314
n02396427,n02788148,n04033995
n02085782,n01945685,n04090263
n03188531,n02111500,n03388549
n03388043,n04141076,n02119789
n07734744,n03803284,n09428293
n01582220,n02974003,n01917289
n04482393,n04039381,n02018207
n04482393,n04458633,n01484850
n03977966,n03179701,n02444819
n02892767,n03874599,n02013706
n03494278,n02484975,n02233338
n02256656,n04493381,n02825657
n10565667,n03445924,n04277352
n01440764,n03218198,n04532670
n04238763,n01784675,n03814639
n03095699,n03891332,n03782006
n02799071,n02978881,n03218198
n04099969,n07590611,n04423845
n01843383,n02169497,n02268443
n02437312,n03868863,n02483362
n04429376,n03874599,n03452741
n03866082,n03874599,n04392985
n01847000,n01748264,n03733131
n04366367,n03384352,n02102480
n12985857,n04204238,n04371430
n07590611,n03131574,n03670208
n01739381,n02815834,n04344873
n01990800,n03476684,n03207941
n04355933,n04118538,n09428293
n07583066,n07716906,n04579432
n04069434,n04417672,n01855672
n02916936,n02492035,n03899768
n02640242,n03125729,n09468604
n04462240,n02093754,n02747177
n07745940,n02321529,n02091467
n02992529,n03443371,n04366367
n02105641,n02325366,n04317175
n02793495,n02769748,n02268853
n01944390,n02894605,n02860847
n03706229,n02236044,n02027492
n04086273,n01984695,n03938244
n04147183,n01677366,n02013706
n02113978,n03857828,n02100735
n01795545,n07717556,n01558993
n03535780,n02988304,n03602883
n02447366,n03400231,n04049303
n03788365,n03891251,n02113978
n02797295,n03124043,n03216828
n02823750,n04254777,n02102480
n03000134,n02077923,n02391049
n03259280,n01496331,n09428293
n01798484,n01729977,n03532672
n03792972,n09288635,n02129165
n07717410,n02091467,n03483316
n02483362,n02106550,n03947888
n06794110,n02259212,n01986214
n03874599,n03131574,n01616318
n04592741,n02481823,n02129165
n07718472,n03384352,n04252225
n04467665,n07693725,n02113799
n13044778,n12267677,n02056570
n03902125,n02966193,n04049303
n01496331,n02090379,n02444819
n03930630,n02408429,n02013706
n02672831,n01728572,n02105855
n04597913,n03840681,n02279972
n02730930,n01737021,n02279972
n02027492,n02536864,n02666196
n02037110,n01601694,n07892512
n02009912,n07754684,n03658185
n02965783,n03272562,n02342885
n03478589,n03599486,n03272010
n04597913,n02834397,n02326432
n03961711,n04311174,n02124075
n07730033,n02981792,n15075141
n02090622,n02749479,n07711569
n04201297,n04208210,n02137549
n02443114,n04357314,n04579432
n04344873,n12057211,n02102177
n02879718,n03788365,n03223299
n02097209,n02100583,n02391049
n04049303,n03372029,n04370456
n02988304,n04376876,n02091467
n03602883,n03991062,n04604644
n01773797,n03530642,n01530575
n02391049,n03770679,n02169497
n02871525,n03888605,n02174001
n01990800,n04399382,n03670208
n02129165,n02787622,n03126707
n02086079,n02860847,n03594945
n04317175,n04067472,n01984695
n03933933,n03220513,n03141823
n02268853,n03929660,n02100735
n01616318,n01694178,n02672831
n03590841,n01983481,n02692877
n02835271,n04540053,n03344393
n02951585,n03095699,n03041632
n02410509,n03045698,n01828970
n02788148,n03089624,n02027492
n03967562,n07579787,n02480495
n07718747,n03594945,n02814533
n03804744,n01689811,n02097047
n03983396,n02708093,n03476684
n02488702,n03544143,n03063689
n03196217,n03666591,n02708093
n03942813,n01688243,n07579787
n02895154,n03868863,n04579432
n02027492,n01675722,n04067472
n03690938,n03478589,n04330267
n04310018,n07802026,n01558993
n02279972,n02814860,n04429376
n04501370,n03935335,n02091635
n02328150,n01729977,n02342885
n02116738,n03929855,n02326432
n03743016,n02966193,n04370456
n01806567,n04399382,n03733805
n01748264,n02364673,n04049303
n09472597,n04553703,n02117135
n03376595,n04086273,n03424325
n02825657,n04461696,n06794110
n07753275,n07749582,n03347037
n07248320,n02877765,n12985857
n03895866,n04409515,n02088094
n04376876,n03899768,n03032252
n06874185,n01514668,n02206856
n04376876,n03899768,n04252225
n07615774,n01753488,n01860187
n02093647,n01694178,n02493793
n02422106,n02134084,n04553703
n03709823,n04376876,n02486261
n02125311,n02114548,n02100735
n04423845,n04560804,n02106166
n01518878,n02607072,n02730930
n09472597,n01514668,n01537544
n02259212,n07695742,n03954731
n02769748,n03089624,n03345487
n03903868,n03891332,n01582220
n02099267,n04357314,n03207941
n03857828,n02027492,n01641577
n04522168,n07697537,n01614925
n02105641,n02051845,n04325704
n02280649,n02086910,n03467068
n09399592,n03891332,n01751748
n02099267,n02692877,n03355925
n04532670,n02704792,n02012849
n04332243,n04461696,n02444819
n02514041,n02112350,n02870880
n03041632,n04540053,n02111889
n01739381,n02815834,n03216828
