anchor_cat,positive_cat,negative_cat
n02814533,n02974003,n02105251
n02979186,n03445924,n03344393
n13037406,n03710637,n01818515
n02804610,n02797295,n04008634
n02870880,n02655020,n02112706
n02009229,n02326432,n02097474
n02086079,n03259280,n02687172
n04380533,n02090721,n03770679
n02883205,n04285008,n02037110
n02423022,n03496892,n03109150
n02100735,n06596364,n04325704
n03530642,n09256479,n02480855
n01560419,n04328186,n03344393
n04557648,n02808440,n03617480
n01682714,n01806567,n04270147
n03196217,n04371774,n03733805
n03761084,n04553703,n01843383
n02128925,n03095699,n03888257
n02129165,n02398521,n01537544
n02095570,n03874599,n02484975
n02106662,n01665541,n03938244
n02097658,n02325366,n03729826
n03220513,n03127747,n02074367
n04120489,n03447721,n04118776
n02095889,n01784675,n03180011
n02107574,n02980441,n03630383
n03924679,n04311174,n03485794
n03599486,n03874599,n01843383
n02782093,n01729977,n02951585
n01742172,n03710637,n04285008
n02106662,n01675722,n02097474
n02120505,n07871810,n02606052
n02098413,n02093754,n02102040
n03527444,n01630670,n07248320
n04435653,n04033995,n03014705
n02085620,n02504013,n02493509
n03384352,n02101388,n04435653
n07615774,n07760859,n04004767
n02086646,n03379051,n02128385
n02051845,n03249569,n02105162
n03887697,n13044778,n03937543
n02814533,n02795169,n02169497
n03742115,n03240683,n02090622
n02509815,n07753592,n01855672
n01818515,n02011460,n07932039
n07742313,n02641379,n01855672
n02177972,n03538406,n01855672
n02138441,n02417914,n02895154
n03016953,n02487347,n03888257
n01944390,n12998815,n02457408
n02107683,n03991062,n04254680
n02091134,n03443371,n04366367
n02009229,n01496331,n03617480
n03445777,n01734418,n03534580
n02134418,n07730033,n02012849
n02483362,n02106550,n07613480
n03532672,n04479046,n02802426
n07742313,n01644900,n02268853
n02100236,n04389033,n03207941
n07930864,n04591713,n02115913
n01749939,n02877765,n04265275
n02128385,n02655020,n04252225
n02389026,n02088364,n03733805
n01632458,n03976657,n02807133
n02859443,n03131574,n07802026
n02107908,n01910747,n01632777
n04523525,n01729977,n02807133
n03676483,n02233338,n02086240
n01955084,n01756291,n02825657
n03637318,n02276258,n02113624
n03485794,n07742313,n04004767
n02115913,n01695060,n03450230
n04507155,n02835271,n02877765
n02051845,n02395406,n01675722
n01820546,n03991062,n02114855
n04346328,n04074963,n04041544
n04523525,n04485082,n04127249
n07697537,n02808304,n02980441
n02120505,n04099969,n03709823
n02128757,n03929855,n02268853
n02107142,n04557648,n03445777
n03404251,n04265275,n03595614
n01675722,n04435653,n02085936
n02091134,n04111531,n04479046
n01756291,n02395406,n04147183
n02110958,n01796340,n03804744
n03793489,n03633091,n01632458
n01755581,n02165105,n02113186
n07747607,n02077923,n04548280
n02106030,n02802426,n02892767
n02110958,n03146219,n02099601
n04149813,n03259280,n02229544
n02500267,n02165105,n04326547
n02071294,n03124170,n02883205
n02776631,n04149813,n02120079
n03124043,n03016953,n03085013
n03825788,n01773549,n02095889
n02009912,n03290653,n01558993
n03769881,n03290653,n02086910
n07695742,n03259280,n01817953
n02107683,n07734744,n07717410
n04336792,n04522168,n01795545
n02101556,n04553703,n04141327
n03868863,n04149813,n02807133
n03982430,n02410509,n02074367
n02114712,n02110185,n02099601
n03595614,n02403003,n03355925
n03983396,n03662601,n02058221
n01614925,n03977966,n03980874
n02097130,n03908714,n04380533
n07584110,n04509417,n04147183
n04179913,n04263257,n04357314
n03908618,n02088364,n03207941
n02093256,n04417672,n02018207
n03393912,n03379051,n02097474
n02013706,n04550184,n04562935
n03876231,n02091635,n01531178
n02097130,n01877812,n02494079
n02966193,n03874293,n01734418
n02493509,n03188531,n02444819
n03788195,n04553703,n01843065
n04265275,n03218198,n02097474
n02797295,n04040759,n03876231
n03032252,n03874599,n02396427
n02137549,n01983481,n02027492
n01882714,n01756291,n04069434
n01984695,n07697537,n03733805
n02979186,n03445924,n01833805
n03041632,n06874185,n03680355
n04447861,n03100240,n02971356
n02093647,n09193705,n10148035
n04456115,n02834397,n03884397
n02086240,n03100240,n03424325
n02100735,n07583066,n03000247
n02071294,n09835506,n01819313
n04259630,n03630383,n02326432
n02441942,n02101006,n02206856
n02102177,n01955084,n02494079
n03447447,n01729322,n02823428
n03991062,n03692522,n02091635
n01728572,n02099849,n01748264
n02319095,n02108915,n03527444
n01749939,n02102973,n02113023
n01978455,n02093754,n02268853
n01784675,n03891251,n02606052
n03216828,n03977966,n03443371
n02790996,n03594945,n04033995
n01749939,n04501370,n02113023
n04065272,n03372029,n03832673
n04026417,n03124170,n03661043
n03452741,n03529860,n04317175
n04275548,n03874599,n09428293
n03937543,n03459775,n02056570
n03272562,n01981276,n02825657
n02808304,n03944341,n04418357
n03249569,n07695742,n02106030
n02088238,n02364673,n02229544
n07930864,n02454379,n02097209
n07714571,n04487394,n02091467
n02027492,n03075370,n04367480
n02088632,n04099969,n02895154
n02980441,n01968897,n04141327
n02480495,n04462240,n02102318
n01739381,n02113978,n02114855
n03935335,n02356798,n04487394
n03424325,n03445924,n02097209
n03720891,n04356056,n02137549
n03127925,n04599235,n04579432
n02091032,n01753488,n03670208
n03884397,n04086273,n03697007
n04200800,n07875152,n04552348
n01697457,n01695060,n04154565
n02090622,n07584110,n07753592
n02108915,n02097047,n02095889
n03457902,n03016953,n04033995
n07717410,n02437312,n03942813
n02268853,n04118538,n04069434
n01877812,n07590611,n03929660
n03977966,n13044778,n04120489
n07716906,n02106662,n04136333
n01616318,n01694178,n07695742
n01748264,n01601694,n03197337
n03982430,n04380533,n01776313
n04554684,n02894605,n02105412
n07831146,n04462240,n03796401
n02114548,n03337140,n01797886
n13040303,n03394916,n03532672
n02823428,n07714990,n07716358
n02109525,n03393912,n02823750
n02093859,n04447861,n03223299
n01537544,n07697537,n03825788
n01644373,n03255030,n04086273
n02895154,n02690373,n03467068
n02095889,n13040303,n02112706
n02091032,n03476991,n03271574
n03788365,n07718472,n03935335
n01630670,n03384352,n01704323
n03325584,n04485082,n04065272
n02037110,n04462240,n07584110
n04238763,n07754684,n09428293
n02109525,n03445924,n02110806
n03676483,n03220513,n01537544
n04366367,n01694178,n02100877
n01698640,n04149813,n15075141
n02096585,n02110341,n02280649
n03485794,n02877765,n04141327
n02483362,n03476991,n03733281
n02123045,n01644900,n04118776
n02493509,n03970156,n04367480
n03954731,n02834397,n02364673
n04604644,n04409515,n02133161
n02815834,n03075370,n02814860
n03769881,n01496331,n04111531
n03670208,n04141327,n01531178
n01882714,n03793489,n02408429
n04116512,n02871525,n02106662
n02787622,n02966193,n03877845
n06359193,n04483307,n02095570
n02104365,n04111531,n02190166
n02484975,n03977966,n02002724
n03956157,n03532672,n01641577
n04162706,n02092002,n04004767
n02389026,n02480495,n03223299
n04507155,n13052670,n03670208
n02097130,n01644373,n02109961
n02276258,n01917289,n02106030
n02094258,n02804414,n02096585
n03527444,n03494278,n01484850
n01824575,n01984695,n04118776
n02815834,n12985857,n07248320
n03476684,n03697007,n02138441
n03832673,n03691459,n04409515
n04428191,n02497673,n03995372
n04599235,n03089624,n02389026
n01629819,n02106662,n02099601
n02974003,n02088632,n02099429
n01981276,n03000134,n02102040
n04476259,n02328150,n03759954
n02066245,n02114855,n04429376
n04517823,n07584110,n03983396
n02088238,n02356798,n04239074
n02486261,n04026417,n04507155
n04597913,n03188531,n03201208
n02951358,n02106550,n07717410
n03483316,n03977966,n02111277
n02099429,n02804414,n02799071
n02112137,n01871265,n03494278
n02123159,n02104365,n02088466
n01774384,n07831146,n01797886
n02992529,n02804414,n04033995
n02443484,n01560419,n03670208
n04479046,n04350905,n04044716
n02268443,n02417914,n04604644
n02692877,n02115913,n03942813
n02483708,n03710721,n02120079
n02317335,n03249569,n04366367
n02134084,n02105162,n02087046
n03498962,n07697313,n02797295
n02490219,n01580077,n04380533
n02916936,n03197337,n03110669
n02119022,n04579145,n03903868
n01986214,n02422106,n02814533
n02690373,n02128925,n02091635
n02093991,n02328150,n04326547
n04487081,n04264628,n03494278
n02457408,n03873416,n01484850
n10565667,n03637318,n02981792
n02105855,n02974003,n02091134
n07718472,n07745940,n02123394
n02939185,n03459775,n03594945
n02797295,n04376876,n04286575
n02108551,n02134084,n04239074
n07871810,n01729977,n02090622
n04131690,n03666591,n01776313
n04004767,n07583066,n04447861
n01755581,n04192698,n04458633
n03763968,n02793495,n02114367
n03000134,n03201208,n04243546
n02109047,n03179701,n02012849
n01601694,n03255030,n04355933
n02422699,n01498041,n04229816
n02089867,n02966193,n01558993
n02966193,n02165105,n01531178
n02992529,n01806567,n09421951
n02114855,n02443114,n02002724
n02492035,n03976467,n07684084
n02177972,n01945685,n01537544
n02727426,n04525038,n02814533
n02056570,n02109047,n02790996
n02860847,n01882714,n01537544
n02690373,n04275548,n02114548
n01616318,n02174001,n02028035
n02123597,n04447861,n03657121
n04243546,n02817516,n04070727
n03888605,n04023962,n03729826
n01729322,n01873310,n03452741
n01770393,n04086273,n03838899
n04285008,n03977966,n03670208
n03297495,n07714990,n02110958
n01644373,n02488291,n02389026
n03884397,n03888605,n02109047
n02226429,n03018349,n02113023
n02606052,n01443537,n03062245
n04356056,n01798484,n03250847
n03930313,n01622779,n02843684
n02101556,n03337140,n02105412
n02790996,n07760859,n02129604
n01698640,n03942813,n15075141
n04204347,n07697537,n03494278
n02606052,n03854065,n04204347
n09835506,n03272562,n03743016
n03793489,n04371774,n02443484
n02089078,n02123045,n03662601
n02786058,n03538406,n02361337
n04562935,n04325704,n04136333
n02102318,n10565667,n02106166
n02102973,n01990800,n04019541
n01818515,n04328186,n03976657
n04228054,n04501370,n02965783
n01614925,n02894605,n04589890
n02006656,n07614500,n03180011
n03218198,n04350905,n03787032
n04141327,n02808304,n02128385
n09472597,n03868863,n01687978
n02127052,n01877812,n02106382
n07873807,n07871810,n01739381
n04266014,n02119789,n01491361
n02281406,n02843684,n03216828
n03657121,n04370456,n02971356
n03495258,n03874599,n04592741
n04525305,n03089624,n03709823
n03670208,n02749479,n03594734
n09256479,n04310018,n02977058
n02099712,n02814860,n02807133
n01877812,n04398044,n04118776
n01729322,n04560804,n02097474
n03000134,n01677366,n02124075
n02817516,n03384352,n04252225
n03494278,n02226429,n07714571
n02317335,n04040759,n02092339
n01496331,n02643566,n02085620
n02500267,n01985128,n02013706
n03017168,n02504013,n03670208
n01945685,n02177972,n02106166
n01531178,n03992509,n02093754
n04277352,n02669723,n02097474
n02096294,n07697537,n03467068
n02099712,n03146219,n01872401
n02094258,n02091831,n01828970
n02106166,n01491361,n03935335
n03976467,n03179701,n04141327
n02493793,n01806567,n11879895
n04039381,n01695060,n02129165
n02111129,n02769748,n03888257
n07695742,n03724870,n03492542
n03697007,n07714990,n01770081
n03494278,n02091134,n06794110
n02018207,n04389033,n02807133
n04111531,n02317335,n02085936
n03970156,n03388043,n02480855
n02011460,n07831146,n03450230
n02090721,n13052670,n02447366
n01537544,n03759954,n03825788
n01695060,n02165105,n03527444
n02119789,n04311174,n02264363
n02087394,n02165105,n02100236
n03617480,n02100583,n02364673
n03733805,n02119789,n02137549
n02486410,n12057211,n02123159
n02113799,n02107142,n03197337
n03124043,n02123045,n02092339
n03160309,n02793495,n02009229
n03250847,n03874599,n04418357
n03047690,n04154565,n03388183
n02259212,n12267677,n02119789
n04286575,n02108551,n01740131
n07717410,n02454379,n03450230
n02640242,n03763968,n01537544
n04350905,n02410509,n03452741
n03124170,n13133613,n01828970
n02971356,n03000247,n02110806
n03134739,n02817516,n04505470
n01776313,n02793495,n04004767
n04049303,n01496331,n02950826
n03916031,n02113624,n02088466
n04371430,n02113624,n02132136
n04141975,n02231487,n02870880
n04525038,n04522168,n03786901
n07875152,n04039381,n04067472
n03733131,n02804414,n02119022
n02494079,n02704792,n03532672
n02002724,n07693725,n02017213
n01843065,n07871810,n03109150
n03124170,n13133613,n04162706
n01631663,n04208210,n01537544
n02927161,n04542943,n02870880
n02169497,n02321529,n02096585
n03814639,n01955084,n02093256
n01630670,n04613696,n02112018
n03062245,n01978455,n01534433
n03724870,n01496331,n04604644
n02111889,n03874293,n02676566
n03481172,n03291819,n03271574
n02174001,n04141076,n01537544
n03314780,n02346627,n01843065
n02091635,n02105855,n03916031
n02445715,n02398521,n03532672
n02808440,n03018349,n04023962
n04152593,n02699494,n02492035
n02099712,n01768244,n02092002
n04133789,n03000134,n04252225
n01770081,n03854065,n01855672
n02277742,n01753488,n02823750
n12620546,n02177972,n01820546
n12620546,n02172182,n02437616
n04154565,n03691459,n03697007
n04026417,n02837789,n02119789
n01824575,n01695060,n02492660
n04277352,n01984695,n03047690
n01537544,n02088466,n03956157
n04311174,n02325366,n04487081
n02980441,n04507155,n02113799
n03781244,n01872401,n02443484
n02977058,n04371430,n03947888
n07693725,n02105505,n03950228
n03710637,n03291819,n02091635
n03461385,n07745940,n07717410
n01882714,n03793489,n02840245
n03733131,n07730033,n04560804
n02128385,n01616318,n02056570
n03814906,n02325366,n02106166
n02233338,n02098105,n02089078
n02094114,n03259280,n02396427
n02699494,n02408429,n02085620
n07714990,n03017168,n03670208
n04239074,n01798484,n02790996
n02447366,n01728572,n03584829
n02113712,n07932039,n02086910
n03843555,n01698640,n02443114
n03998194,n02108551,n02113978
n01677366,n01496331,n03776460
n03967562,n03447721,n07920052
n02095314,n04562935,n01980166
n02101556,n02422699,n02444819
n04557648,n02325366,n03445777
n03871628,n04243546,n03793489
n03742115,n02493793,n04033995
n01644900,n02835271,n03786901
n02667093,n01990800,n02391049
n02494079,n03478589,n02951585
n03866082,n03134739,n02268853
n03485407,n01669191,n01632458
n04326547,n01984695,n01770081
n04560804,n13037406,n03888257
n02108551,n01910747,n02447366
n04074963,n02206856,n01484850
n02787622,n02321529,n02493509
n02457408,n03000684,n02895154
n03843555,n01729977,n02974003
n01440764,n01560419,n02120079
n02870880,n07711569,n02229544
n01950731,n03075370,n01537544
n02112706,n02097658,n02480495
n01677366,n01496331,n02086910
n01484850,n03920288,n02823428
n01756291,n03146219,n02917067
n01692333,n02328150,n09428293
n01755581,n01775062,n04328186
n02281787,n03223299,n02119022
n03425413,n09835506,n04008634
n04153751,n01924916,n03623198
n07753113,n02808304,n02454379
n03223299,n02096294,n02107908
n02807133,n02687172,n03661043
n02403003,n03781244,n02814860
n01755581,n03706229,n03970156
n01985128,n03032252,n07802026
n01644373,n03240683,n02027492
n03447447,n02607072,n02106382
n07248320,n01806567,n03347037
n04328186,n02483708,n01806143
n02099849,n04372370,n07753275
n03642806,n02276258,n04154565
n03445924,n04346328,n02641379
n02391049,n07753113,n01843065
n01532829,n02325366,n02676566
n02095570,n04118538,n02870880
n04493381,n04311174,n02090622
n04209133,n02951358,n03062245
n01632777,n02123597,n04493381
n02859443,n01644900,n02840245
n03047690,n02894605,n02883205
n03903868,n01443537,n02837789
n02092339,n01768244,n02095314
n07583066,n03874599,n03041632
n01498041,n04371774,n02794156
n03777754,n01735189,n03492542
n01860187,n07875152,n03630383
n07615774,n02869837,n02281787
n03095699,n02128925,n02687172
n01580077,n02101006,n02676566
n03785016,n03000134,n03018349
n02408429,n02111889,n02097474
n02672831,n03388043,n02113799
n03633091,n01729977,n01580077
n02095314,n02835271,n01806143
n02095570,n02109047,n03706229
n01644373,n02165105,n04560804
n02480495,n01616318,n02033041
n02165456,n01695060,n02119789
n02086079,n01980166,n02033041
n03887697,n04154565,n04548280
n02100583,n04548362,n01632777
n02137549,n04467665,n03661043
n04532106,n01692333,n03733805
n03891251,n02328150,n04252225
n04259630,n02093754,n03404251
n07716906,n02951585,n03877472
n06794110,n02105412,n02667093
n01698640,n03868863,n01667778
