anchor_cat,positive_cat,negative_cat
n02097209,n02099601,n02391049
n04243546,n02098413,n02058221
n07734744,n01945685,n02883205
n02102318,n01537544,n04456115
n03814639,n01820546,n07873807
n03095699,n04310018,n01704323
n02361337,n01440764,n03085013
n04004767,n03874293,n02033041
n02132136,n02102040,n02950826
n02966193,n03220513,n06794110
n03786901,n03775546,n04131690
n02113978,n03045698,n03216828
n02097209,n02966193,n03759954
n07742313,n02106550,n02093991
n01601694,n02489166,n03445777
n03775546,n03857828,n01943899
n03804744,n01770393,n02107574
n04200800,n03445924,n04552348
n02093991,n07873807,n03014705
n02514041,n03188531,n03272562
n04317175,n03937543,n01855672
n03742115,n04493381,n02097474
n13044778,n02487347,n03980874
n04487081,n04409515,n04069434
n03598930,n01924916,n02091635
n03944341,n01910747,n03877845
n02281406,n01735189,n02129604
n04423845,n03977966,n04429376
n02444819,n02510455,n01667778
n04266014,n09472597,n01518878
n02326432,n03788365,n01687978
n03443371,n03633091,n04258138
n02111889,n02992211,n04447861
n02096294,n02111129,n07718747
n02112018,n02115913,n03062245
n07880968,n02100583,n01796340
n03450230,n03124043,n07684084
n03633091,n04476259,n02097474
n03710637,n01742172,n01558993
n01734418,n02108089,n01558993
n02094258,n03937543,n10148035
n04604644,n03717622,n02102480
n04485082,n02091032,n01855672
n03444034,n10148035,n02007558
n02804414,n02107683,n03729826
n02098105,n02837789,n09468604
n07754684,n04229816,n02105056
n03803284,n01818515,n04090263
n01943899,n02086079,n02106550
n03347037,n02860847,n02457408
n03530642,n03724870,n03041632
n02093256,n03763968,n03062245
n04599235,n01871265,n01843383
n02107908,n03891332,n03494278
n02109961,n01990800,n01694178
n02395406,n02488702,n03733805
n03796401,n01784675,n03838899
n01669191,n04376876,n01828970
n02268853,n07717410,n03761084
n01682714,n07590611,n02085620
n03733131,n02835271,n02279972
n02802426,n01872401,n03443371
n02319095,n04458633,n03535780
n04070727,n03255030,n03733805
n04389033,n03000684,n01748264
n04317175,n02105855,n02110063
n03804744,n01770393,n02814860
n01784675,n01945685,n04552348
n01775062,n12998815,n02106382
n03290653,n01496331,n01797886
n02676566,n02108422,n03240683
n03000247,n01688243,n01531178
n07747607,n07711569,n02133161
n02108000,n03857828,n02174001
n02843684,n03485794,n02859443
n03000247,n02487347,n03207941
n07693725,n07717556,n03297495
n03761084,n04152593,n03649909
n02363005,n03666591,n02483362
n03743016,n03803284,n03657121
n02510455,n02108915,n12144580
n02169497,n03598930,n09428293
n04162706,n02493509,n02444819
n01698640,n03942813,n03976657
n09835506,n02093754,n03796401
n02091134,n02100236,n02114855
n03290653,n03127925,n03720891
n13037406,n03902125,n04263257
n02168699,n02107312,n01820546
n07716358,n01644900,n03670208
n04277352,n01828970,n02012849
n02090622,n02395406,n09246464
n02012849,n01784675,n01443537
n03743016,n07742313,n03452741
n02105505,n02096051,n03642806
n02808304,n02769748,n02444819
n06794110,n07248320,n03950228
n02342885,n03938244,n01930112
n01616318,n04418357,n01943899
n02093859,n02441942,n03494278
n01843383,n02013706,n03467068
n02088632,n02777292,n03216828
n01748264,n02640242,n04311004
n07754684,n04376876,n04557648
n02391049,n03134739,n02481823
n04467665,n03788195,n02097474
n03028079,n01742172,n02883205
n04613696,n01496331,n02980441
n03400231,n02086079,n02108422
n02087394,n02088632,n02093647
n04562935,n02109525,n03014705
n03908714,n03787032,n02129165
n02167151,n03710721,n02321529
n02114855,n02423022,n02494079
n06874185,n03146219,n03670208
n03018349,n04557648,n02133161
n02481823,n03884397,n03661043
n07613480,n02107683,n03709823
n02051845,n01950731,n07930864
n03888257,n03599486,n01833805
n04548362,n01983481,n04239074
n04493381,n04310018,n02917067
n07734744,n01945685,n04049303
n03127925,n03290653,n03494278
n04404412,n02992529,n03590841
n04376876,n03045698,n04557648
n03908714,n03787032,n03706229
n03764736,n02769748,n04579432
n02276258,n02092002,n02120505
n03710637,n02489166,n02708093
n02027492,n04418357,n04239074
n02497673,n03724870,n01806143
n02483708,n03724870,n09421951
n02112137,n02807133,n03950228
n01728920,n03837869,n04286575
n02607072,n12998815,n02013706
n01753488,n04447861,n02018795
n09193705,n02226429,n01641577
n03089624,n02487347,n01558993
n01943899,n01667114,n03110669
n04483307,n01910747,n04254680
n07711569,n07248320,n02108422
n03787032,n02134418,n02319095
n02097474,n02123597,n02445715
n03594734,n03089624,n02119789
n01664065,n04254120,n04179913
n04033901,n01735189,n02835271
n01855672,n02106382,n01729322
n03527444,n04557648,n02106030
n03777568,n03028079,n01484850
n03661043,n04346328,n01797886
n03290653,n02009912,n03187595
n03041632,n04540053,n03452741
n02835271,n03584829,n04033901
n04483307,n02834397,n03776460
n12144580,n02085936,n02058221
n04370456,n01873310,n04389033
n03976657,n04141076,n03584829
n01806567,n02488291,n02100236
n03891332,n03220513,n04417672
n01632777,n12267677,n02002724
n02009229,n02268443,n04443257
n03482405,n03179701,n03483316
n04026417,n02102973,n01843383
n04037443,n01753488,n02128925
n01537544,n03680355,n02229544
n01910747,n01742172,n01795545
n03450230,n03026506,n01872401
n02408429,n03633091,n03776460
n03788195,n03000134,n02120079
n02965783,n03538406,n02342885
n01729322,n01664065,n02114367
n01945685,n02487347,n01820546
n03899768,n02782093,n02106382
n03250847,n01677366,n04604644
n02094258,n02481823,n03481172
n01748264,n02640242,n01986214
n01739381,n02106662,n02966687
n04049303,n03584254,n02090622
n04487394,n04254120,n04355933
n02865351,n04462240,n02009229
n02085782,n03710721,n04147183
n03709823,n04254777,n04552348
n09428293,n04482393,n02930766
n04147183,n07716906,n04254680
n02835271,n02834397,n02190166
n04560804,n02641379,n02113978
n04040759,n02102973,n03642806
n04456115,n02094433,n01860187
n02110806,n09835506,n03775546
n02951585,n02110063,n03776460
n02730930,n03781244,n02190166
n02815834,n03337140,n04069434
n02363005,n03538406,n02346627
n01530575,n03447721,n06794110
n04612504,n02804414,n03297495
n02091134,n02487347,n02105855
n03666591,n07760859,n03642806
n01817953,n02086910,n03998194
n04604644,n03197337,n02113712
n07754684,n03888257,n03388549
n02825657,n04344873,n02123159
n01622779,n13044778,n03794056
n02091467,n02110185,n03873416
n02356798,n02395406,n07614500
n02823750,n03259280,n02099267
n02130308,n04485082,n04548280
n03770439,n03633091,n01828970
n03710721,n07720875,n12144580
n02699494,n02002556,n01882714
n04389033,n07754684,n02098105
n02408429,n01697457,n07565083
n03841143,n03803284,n01843383
n04350905,n02137549,n04404412
n03017168,n02093256,n01775062
n04243546,n02011460,n04515003
n01694178,n03337140,n01531178
n02074367,n04482393,n03297495
n01491361,n02403003,n04004767
n03877845,n02817516,n10565667
n02091244,n02093647,n04153751
n01943899,n03062245,n02027492
n01828970,n04152593,n03447447
n04548362,n07693725,n02883205
n03743016,n01983481,n02093991
n02948072,n04536866,n04604644
n01689811,n01440764,n04118776
n01986214,n03690938,n04004767
n01729322,n01695060,n02097474
n04074963,n03187595,n01820546
n02093256,n01580077,n03584254
n03691459,n07730033,n01484850
n03400231,n03443371,n02113799
n03250847,n02999410,n01817953
n02113624,n03394916,n02883205
n04389033,n03837869,n01518878
n04398044,n02165105,n04371430
n02892201,n02979186,n04141327
n03026506,n07871810,n03838899
n04525038,n02835271,n03983396
n02641379,n02395406,n06794110
n02110627,n01688243,n04004767
n04479046,n03710193,n04008634
n03447721,n03788365,n02002556
n09288635,n04517823,n02105641
n03127925,n02119022,n01797886
n03920288,n03196217,n04487081
n07583066,n02776631,n04266014
n02105162,n07711569,n03649909
n04505470,n01981276,n01641577
n03980874,n07730033,n04592741
n01531178,n03594734,n04131690
n03255030,n03908714,n02114855
n01735189,n02093754,n02095570
n04069434,n02114712,n02100583
n02776631,n01735189,n07718472
n02787622,n02988304,n04118776
n02490219,n03627232,n01582220
n02317335,n02102973,n02129165
n02088466,n03814906,n02087046
n02823428,n04229816,n02112706
n03534580,n02094114,n02229544
n02840245,n02108915,n02093256
n04372370,n03841143,n07930864
n03376595,n01978287,n02113799
n03476684,n03676483,n02120079
n02109047,n03594734,n02085620
n03376595,n01775062,n03662601
n02099267,n02115913,n02486261
n02101006,n01873310,n03983396
n02319095,n04458633,n01537544
n02607072,n01518878,n01558993
n01873310,n02090379,n02219486
n04476259,n07613480,n02087046
n04325704,n03785016,n03770679
n01742172,n02259212,n03661043
n02817516,n02325366,n02444819
n02727426,n13054560,n01774384
n03400231,n01735189,n03670208
n02097474,n04404412,n01955084
n03982430,n04039381,n03903868
n02093256,n04380533,n03776460
n04347754,n07875152,n04552348
n03445777,n01734418,n13133613
n02777292,n12998815,n02794156
n03673027,n01729977,n02119022
n01667778,n03255030,n03887697
n03841143,n04367480,n02099267
n03481172,n01737021,n01514668
n07565083,n01945685,n02236044
n09472597,n03937543,n03344393
n03584829,n03485407,n02699494
n01582220,n02123045,n02093991
n02690373,n03400231,n02443114
n02112018,n02115913,n02268853
n02454379,n03825788,n04209133
n04355933,n01986214,n02119789
n01795545,n02125311,n03776460
n03733805,n04344873,n03014705
n03110669,n01806567,n03933933
n02480495,n02018795,n03485407
n02268443,n03691459,n02980441
n01494475,n01955084,n04179913
n01560419,n03710721,n03983396
n04273569,n04597913,n02963159
n04517823,n02979186,n04435653
n04409515,n03710721,n02028035
n04118776,n03690938,n04366367
n02093256,n02396427,n04005630
n03379051,n01518878,n02814533
n02259212,n13037406,n01537544
n01749939,n01742172,n02089973
n02825657,n06785654,n02088632
n02441942,n04447861,n13037406
n01734418,n02011460,n02687172
n02113799,n04228054,n04239074
n01739381,n02113624,n02119789
n03444034,n07695742,n03133878
n03424325,n07584110,n03216828
n02606052,n09399592,n02027492
n03891251,n02607072,n01531178
n02325366,n02536864,n01855672
n02397096,n03793489,n03065424
n04579145,n01631663,n02102318
n11939491,n04552348,n04243546
n02687172,n02108000,n01855672
n03207743,n04254120,n03344393
n07749582,n03775546,n02168699
n02422106,n02951358,n03344393
n03527444,n04485082,n06785654
n01773549,n01775062,n03657121
n04465501,n04517823,n02097474
n02321529,n13040303,n02091635
n03977966,n02865351,n02100735
n02403003,n03710721,n04417672
n01558993,n02117135,n04357314
n02841315,n03394916,n04505470
n03887697,n04070727,n02124075
n02091032,n01981276,n02098105
n03444034,n07695742,n03825788
n02094114,n01978455,n04326547
n04428191,n07697537,n02012849
n02108000,n03814639,n04286575
n02256656,n02174001,n04041544
n02980441,n03425413,n02027492
n03924679,n07584110,n04604644
n03062245,n07760859,n03777568
n02009912,n02123159,n03393912
n07836838,n03314780,n03777754
n04008634,n04131690,n02930766
n04179913,n03131574,n03814639
n03770679,n04399382,n02085936
n07749582,n03633091,n03063689
n01692333,n03954731,n01558993
n07248320,n02110958,n03995372
n02280649,n03160309,n04592741
n04243546,n04264628,n03903868
n03494278,n01981276,n02730930
n01751748,n01560419,n02097209
n03032252,n02843684,n04273569
n03530642,n01688243,n03776460
n03218198,n03124043,n03063689
n02823428,n03814639,n03983396
n01592084,n03218198,n03733805
n01872401,n01930112,n02795169
n03584829,n04376876,n02917067
n02101006,n12267677,n09288635
n02100583,n01882714,n03938244
n03133878,n03461385,n01807496
n04254680,n02088466,n03133878
n02437616,n01698640,n03938244
n04515003,n13133613,n03877472
n04070727,n02396427,n03297495
n13044778,n02865351,n02098286
n02782093,n01914609,n02088094
n07584110,n04371774,n02091244
n03476991,n02395406,n02441942
n02085620,n02112350,n01820546
n03680355,n01984695,n03916031
n04286575,n04254777,n02791270
n02106382,n02088094,n04037443
n01877812,n02006656,n03782006
n03272010,n02098105,n03776460
n02066245,n09472597,n03743016
n07711569,n02769748,n04429376
n01980166,n04584207,n03445777
n01817953,n04542943,n12998815
n04228054,n03710637,n02676566
n03796401,n01775062,n04118776
n04428191,n03125729,n02423022
n02782093,n02817516,n02114855
n01955084,n03394916,n03777754
n07871810,n03124043,n03109150
n04149813,n03100240,n02105251
n02088632,n01695060,n03764736
n04326547,n03868863,n02088466
n02447366,n03743016,n04590129
n01833805,n04146614,n03100240
n02391049,n01737021,n02927161
n02364673,n03841143,n02088364
n03529860,n04536866,n02493793
n03770679,n02105641,n13037406
n04049303,n03956157,n02097298
n04270147,n03599486,n03498962
n07768694,n03259280,n03223299
n03478589,n02403003,n01682714
n04554684,n03692522,n04209133
n03775071,n02804610,n02494079
n02091134,n02229544,n01682714
n02927161,n01784675,n02093428
n02092002,n04517823,n03733281
n04548280,n01601694,n01806143
n02105505,n03394916,n04243546
n02509815,n02226429,n02788148
n02110958,n03400231,n03594945
n02804414,n04208210,n04487081
n02951358,n03445924,n02441942
n03924679,n03201208,n01796340
n01784675,n09229709,n02093256
n07753113,n07860988,n02342885
n03404251,n01695060,n03126707
n02672831,n03710721,n07716906
n03384352,n02817516,n04141327
n09428293,n03529860,n02108422
n03794056,n01675722,n01531178
n04612504,n02493793,n02268443
n01990800,n02108915,n03930313
n03196217,n07745940,n02085936
n03980874,n13040303,n01828970
n03133878,n04591713,n01796340
n03980874,n01665541,n04592741
n04579432,n04065272,n02018207
n02100735,n04074963,n02056570
n02910353,n02841315,n03983396
n03041632,n04009552,n04049303
n02909870,n03874599,n01558993
n03814906,n01773157,n04037443
n13133613,n04371430,n02129604
n01537544,n01872401,n03930313
n02676566,n02226429,n04311174
n09332890,n03482405,n02112018
n04086273,n02105505,n03938244
n02085936,n02484975,n04049303
n02105251,n03063599,n07715103
n01496331,n03857828,n01843065
n04462240,n01756291,n04118776
n01843065,n03843555,n02666196
n02730930,n02101006,n04428191
n12985857,n03935335,n04486054
n02088238,n07695742,n12144580
n03160309,n01753488,n01601694
n03841143,n02108915,n03832673
n02129604,n03272562,n03938244
n04141975,n03372029,n02130308
n03662601,n03717622,n04476259
n02167151,n01622779,n03916031
n02268443,n01694178,n02012849
n03873416,n07697537,n03947888
n02107908,n04409515,n03032252
n04235860,n07742313,n02268853
n02486261,n03124170,n04380533
n02443114,n07579787,n03794056
n03930630,n07831146,n02114712
n02992529,n07768694,n02097474
n02423022,n02442845,n03344393
n03485794,n04228054,n04004767
n02795169,n01983481,n02869837
n02493793,n02086910,n04086273
n04008634,n04344873,n03903868
n02165105,n03146219,n02138441
n04423845,n03379051,n04252225
n02096437,n01796340,n02102973
n07715103,n04507155,n04116512
n02791124,n07875152,n02096437
n02129165,n03291819,n07717410
n09428293,n01978455,n04086273
n02484975,n02089973,n03786901
n02966193,n03868863,n07836838
n03781244,n03218198,n04033995
n03710637,n07695742,n01817953
n04389033,n02782093,n04204347
n02837789,n01693334,n03670208
n04328186,n01877812,n07715103
n04070727,n03854065,n02443114
n04443257,n01984695,n03642806
n07754684,n01608432,n01558993
n04389033,n03125729,n04125021
n02108000,n10565667,n04552348
n01795545,n02835271,n03895866
n03179701,n02640242,n01768244
n02486410,n02487347,n04069434
n02101388,n02487347,n02971356
n02002724,n04311004,n04004767
n03476991,n03045698,n01632458
n02879718,n02325366,n02814533
n02346627,n04254777,n02099267
n02966193,n02769748,n01734418
n02133161,n03888605,n01817953
n04483307,n06359193,n04154565
n04597913,n04507155,n04239074
n02488291,n01855032,n03642806
n07753592,n09229709,n03930313
n03871628,n01728572,n02095889
n03908714,n02909870,n01843383
n04509417,n02099601,n03761084
n09835506,n02231487,n04553703
n03995372,n04162706,n02113624
n03000247,n02321529,n03207941
n04311174,n03124043,n04443257
n01817953,n01644373,n02443114
n02655020,n01693334,n04004767
n07720875,n04562935,n04347754
n02486261,n03124170,n01537544
n01943899,n03977966,n04277352
n02127052,n07615774,n09288635
n03895866,n01873310,n04131690
n07714990,n07715103,n03876231
n01491361,n02487347,n15075141
n07734744,n03623198,n02825657
n04346328,n01818515,n02099429
